[13.7%]	('8',)
[13.0%]	('12',)
[12.9%]	('10',)
[12.5%]	('529',)
[12.1%]	('368',)
[10.7%]	('9',)
[10.0%]	('11',)
[9.1%]	('7',)
[9.0%]	('217',)
[8.6%]	('145',)
[7.9%]	('6',)
[7.6%]	('438',)
[7.4%]	('13',)
[7.4%]	('597',)
[7.3%]	('120',)
[7.1%]	('5',)
[7.0%]	('205',)
[6.7%]	('470',)
[6.5%]	('14',)
[6.3%]	('510',)
[6.3%]	('73',)
[6.1%]	('72',)
[6.0%]	('15',)
[6.0%]	('477',)
[5.9%]	('21',)
[5.9%]	('326',)
[5.9%]	('419',)
[5.8%]	('489',)
[5.7%]	('450',)
[5.7%]	('381',)
[5.7%]	('548',)
[5.7%]	('110',)
[5.4%]	('4',)
[5.3%]	('362',)
[5.3%]	('177',)
[5.3%]	('204',)
[5.2%]	('140',)
[5.2%]	('373',)
[5.1%]	('283',)
[5.1%]	('151',)
[4.9%]	('236',)
[4.9%]	('460',)
[4.8%]	('354',)
[4.8%]	('480',)
[4.8%]	('71',)
[4.8%]	('401',)
[4.7%]	('229',)
[4.6%]	('427',)
[4.6%]	('279',)
[4.6%]	('196',)
[4.6%]	('239',)
[4.5%]	('161',)
[4.5%]	('509',)
[4.5%]	('541',)
[4.4%]	('472',)
[4.4%]	('3',)
[4.4%]	('522',)
[4.4%]	('494',)
[4.3%]	('296',)
[4.3%]	('45',)
[4.2%]	('183',)
[4.1%]	('343',)
[4.1%]	('540',)
[4.0%]	('334',)
[4.0%]	('443',)
[4.0%]	('377',)
[4.0%]	('593',)
[4.0%]	('115',)
[4.0%]	('112',)
[3.9%]	('280',)
[3.9%]	('276',)
[3.9%]	('275',)
[3.9%]	('561',)
[3.9%]	('129',)
[3.9%]	('54',)
[3.9%]	('573',)
[3.9%]	('422',)
[3.8%]	('93',)
[3.8%]	('116',)
[3.8%]	('266',)
[3.8%]	('97',)
[3.7%]	('242',)
[3.7%]	('159',)
[3.7%]	('69',)
[3.7%]	('43',)
[3.7%]	('523',)
[3.6%]	('175',)
[3.6%]	('198',)
[3.6%]	('227',)
[3.6%]	('234',)
[3.6%]	('449',)
[3.6%]	('38',)
[3.6%]	('405',)
[3.5%]	('55',)
[3.5%]	('474',)
[3.4%]	('70',)
[3.4%]	('350',)
[3.4%]	('259',)
[3.4%]	('31',)
[3.4%]	('82',)
[3.3%]	('294',)
[3.3%]	('579',)
[3.3%]	('322',)
[3.3%]	('16',)
[3.3%]	('17',)
[3.3%]	('578',)
[3.2%]	('526',)
[3.2%]	('46',)
[3.2%]	('104',)
[3.2%]	('118',)
[3.2%]	('339',)
[3.1%]	('75',)
[3.1%]	('467',)
[3.1%]	('111',)
[3.1%]	('583',)
[3.1%]	('487',)
[3.1%]	('347',)
[3.1%]	('122',)
[3.0%]	('575',)
[3.0%]	('25',)
[3.0%]	('216',)
[3.0%]	('504',)
[3.0%]	('550',)
[3.0%]	('440',)
[3.0%]	('162',)
[3.0%]	('413',)
[2.9%]	('335',)
[2.9%]	('18',)
[2.9%]	('571',)
[2.9%]	('168',)
[2.9%]	('567',)
[2.9%]	('197',)
[2.9%]	('125',)
[2.9%]	('538',)
[2.8%]	('274',)
[2.8%]	('2',)
[2.8%]	('513',)
[2.8%]	('192',)
[2.7%]	('346',)
[2.7%]	('385',)
[2.7%]	('100',)
[2.7%]	('390',)
[2.7%]	('421',)
[2.6%]	('319',)
[2.6%]	('574',)
[2.6%]	('400',)
[2.6%]	('525',)
[2.6%]	('505',)
[2.6%]	('316',)
[2.6%]	('527',)
[2.6%]	('351',)
[2.5%]	('471',)
[2.5%]	('35',)
[2.5%]	('48',)
[2.5%]	('581',)
[2.5%]	('32',)
[2.5%]	('51',)
[2.5%]	('349',)
[2.5%]	('1',)
[2.5%]	('68',)
[2.5%]	('361',)
[2.5%]	('580',)
[2.4%]	('285',)
[2.4%]	('308',)
[2.4%]	('180',)
[2.4%]	('588',)
[2.4%]	('403',)
[2.4%]	('41',)
[2.3%]	('53',)
[2.3%]	('22',)
[2.3%]	('154',)
[2.3%]	('468',)
[2.3%]	('411',)
[2.3%]	('171',)
[2.3%]	('300',)
[2.3%]	('290',)
[2.3%]	('352',)
[2.3%]	('364',)
[2.3%]	('85',)
[2.2%]	('224',)
[2.2%]	('27',)
[2.2%]	('64',)
[2.2%]	('415',)
[2.2%]	('598',)
[2.2%]	('96',)
[2.2%]	('348',)
[2.2%]	('130',)
[2.1%]	('268',)
[2.1%]	('378',)
[2.1%]	('387',)
[2.1%]	('395',)
[2.0%]	('243',)
[2.0%]	('132',)
[2.0%]	('105',)
[2.0%]	('321',)
[2.0%]	('155',)
[2.0%]	('528',)
[2.0%]	('332',)
[2.0%]	('424',)
[2.0%]	('496',)
[2.0%]	('345',)
[1.9%]	('33',)
[1.9%]	('258',)
[1.9%]	('304',)
[1.9%]	('307',)
[1.9%]	('78',)
[1.9%]	('328',)
[1.9%]	('558',)
[1.9%]	('358',)
[1.9%]	('127',)
[1.9%]	('207',)
[1.9%]	('554',)
[1.9%]	('208',)
[1.9%]	('128',)
[1.8%]	('360',)
[1.8%]	('414',)
[1.8%]	('158',)
[1.8%]	('461',)
[1.8%]	('402',)
[1.8%]	('12', '529')
[1.8%]	('484',)
[1.8%]	('456',)
[1.8%]	('486',)
[1.8%]	('0',)
[1.8%]	('412',)
[1.8%]	('507',)
[1.7%]	('355',)
[1.7%]	('265',)
[1.7%]	('530',)
[1.7%]	('491',)
[1.7%]	('187',)
[1.7%]	('568',)
[1.7%]	('295',)
[1.7%]	('257',)
[1.7%]	('498',)
[1.7%]	('39',)
[1.7%]	('44',)
[1.7%]	('417',)
[1.7%]	('469',)
[1.6%]	('511',)
[1.6%]	('126',)
[1.6%]	('12', '368')
[1.6%]	('193',)
[1.6%]	('572',)
[1.6%]	('263',)
[1.6%]	('181',)
[1.6%]	('379',)
[1.6%]	('533',)
[1.6%]	('368', '529')
[1.6%]	('298',)
[1.6%]	('19',)
[1.6%]	('203',)
[1.6%]	('366',)
[1.5%]	('492',)
[1.5%]	('194',)
[1.5%]	('529', '10')
[1.5%]	('368', '10')
[1.5%]	('447',)
[1.5%]	('569',)
[1.5%]	('28',)
[1.5%]	('143',)
[1.5%]	('37',)
[1.5%]	('397',)
[1.5%]	('529', '8')
[1.5%]	('563',)
[1.5%]	('230',)
[1.5%]	('537',)
[1.5%]	('585',)
[1.5%]	('553',)
[1.5%]	('320',)
[1.4%]	('368', '8')
[1.4%]	('57',)
[1.4%]	('114',)
[1.4%]	('214',)
[1.4%]	('333',)
[1.4%]	('254',)
[1.4%]	('512',)
[1.4%]	('577',)
[1.4%]	('165',)
[1.4%]	('226',)
[1.4%]	('281',)
[1.4%]	('517',)
[1.4%]	('201',)
[1.4%]	('309',)
[1.4%]	('594',)
[1.4%]	('185',)
[1.4%]	('521',)
[1.3%]	('11', '529')
[1.3%]	('210',)
[1.3%]	('490',)
[1.3%]	('212',)
[1.3%]	('392',)
[1.3%]	('103',)
[1.3%]	('26',)
[1.3%]	('478',)
[1.3%]	('529', '145')
[1.3%]	('8', '145')
[1.3%]	('157',)
[1.3%]	('11', '368')
[1.3%]	('407',)
[1.3%]	('176',)
[1.3%]	('217', '12')
[1.2%]	('90',)
[1.2%]	('408',)
[1.2%]	('529', '9')
[1.2%]	('459',)
[1.2%]	('277',)
[1.2%]	('249',)
[1.2%]	('595',)
[1.2%]	('544',)
[1.2%]	('172',)
[1.2%]	('482',)
[1.2%]	('117',)
[1.2%]	('370',)
[1.2%]	('217', '10')
[1.2%]	('13', '529')
[1.2%]	('131',)
[1.2%]	('160',)
[1.2%]	('576',)
[1.2%]	('368', '9')
[1.2%]	('147',)
[1.2%]	('217', '8')
[1.2%]	('12', '145')
[1.2%]	('518',)
[1.2%]	('306',)
[1.2%]	('371',)
[1.2%]	('142',)
[1.2%]	('217', '529')
[1.2%]	('13', '368')
[1.1%]	('430',)
[1.1%]	('89',)
[1.1%]	('146',)
[1.1%]	('14', '529')
[1.1%]	('12', '438')
[1.1%]	('138',)
[1.1%]	('515',)
[1.1%]	('120', '10')
[1.1%]	('582',)
[1.1%]	('437',)
[1.1%]	('241',)
[1.1%]	('418',)
[1.1%]	('314',)
[1.1%]	('108',)
[1.1%]	('12', '8')
[1.1%]	('369',)
[1.1%]	('86',)
[1.1%]	('516',)
[1.1%]	('10', '145')
[1.1%]	('278',)
[1.1%]	('514',)
[1.1%]	('215',)
[1.1%]	('318',)
[1.1%]	('12', '470')
[1.1%]	('383',)
[1.1%]	('432',)
[1.1%]	('20',)
[1.1%]	('120', '12')
[1.1%]	('12', '205')
[1.1%]	('529', '438')
[1.1%]	('520',)
[1.1%]	('336',)
[1.1%]	('14', '368')
[1.0%]	('539',)
[1.0%]	('597', '12')
[1.0%]	('536',)
[1.0%]	('357',)
[1.0%]	('311',)
[1.0%]	('545',)
[1.0%]	('73', '12')
[1.0%]	('217', '368')
[1.0%]	('368', '145')
[1.0%]	('120', '529')
[1.0%]	('58',)
[1.0%]	('88',)
[1.0%]	('15', '529')
[1.0%]	('190',)
[1.0%]	('186',)
[1.0%]	('12', '21')
[1.0%]	('597', '368')
[1.0%]	('548', '12')
[1.0%]	('15', '368')
[1.0%]	('534',)
[1.0%]	('376',)
[1.0%]	('326', '12')
[1.0%]	('510', '12')
[1.0%]	('315',)
[1.0%]	('270',)
[1.0%]	('338',)
[1.0%]	('406',)
[1.0%]	('12', '419')
[1.0%]	('246',)
[1.0%]	('163',)
[1.0%]	('217', '11')
[1.0%]	('141',)
[1.0%]	('597', '10')
[1.0%]	('373', '529')
[1.0%]	('137',)
[0.9%]	('11', '145')
[0.9%]	('121',)
[0.9%]	('368', '205')
[0.9%]	('591',)
[0.9%]	('95',)
[0.9%]	('327',)
[0.9%]	('10', '438')
[0.9%]	('72', '12')
[0.9%]	('136',)
[0.9%]	('120', '8')
[0.9%]	('597', '529')
[0.9%]	('34',)
[0.9%]	('529', '236')
[0.9%]	('164',)
[0.9%]	('470', '529')
[0.9%]	('441',)
[0.9%]	('368', '438')
[0.9%]	('310',)
[0.9%]	('10', '205')
[0.9%]	('188',)
[0.9%]	('356',)
[0.9%]	('477', '12')
[0.9%]	('73', '10')
[0.9%]	('217', '13')
[0.9%]	('362', '12')
[0.9%]	('592',)
[0.9%]	('329',)
[0.9%]	('217', '9')
[0.9%]	('14', '145')
[0.9%]	('368', '470')
[0.9%]	('548', '529')
[0.9%]	('477', '10')
[0.9%]	('12', '381')
[0.9%]	('9', '145')
[0.9%]	('245',)
[0.9%]	('49',)
[0.9%]	('8', '205')
[0.9%]	('244',)
[0.9%]	('529', '7')
[0.8%]	('483',)
[0.8%]	('13', '145')
[0.8%]	('91',)
[0.8%]	('508',)
[0.8%]	('597', '8')
[0.8%]	('14', '438')
[0.8%]	('123',)
[0.8%]	('529', '419')
[0.8%]	('11', '438')
[0.8%]	('279', '12')
[0.8%]	('206',)
[0.8%]	('72', '10')
[0.8%]	('8', '438')
[0.8%]	('12', '110')
[0.8%]	('217', '145')
[0.8%]	('436',)
[0.8%]	('470', '10')
[0.8%]	('12', '204')
[0.8%]	('62',)
[0.8%]	('423',)
[0.8%]	('373', '12')
[0.8%]	('510', '368')
[0.8%]	('73', '8')
[0.8%]	('368', '7')
[0.8%]	('256',)
[0.8%]	('540', '12')
[0.8%]	('12', '10')
[0.8%]	('362', '10')
[0.8%]	('489', '12')
[0.8%]	('381', '529')
[0.8%]	('151', '12')
[0.8%]	('477', '368')
[0.8%]	('229', '12')
[0.8%]	('140', '8')
[0.8%]	('375',)
[0.8%]	('368', '419')
[0.8%]	('120', '368')
[0.8%]	('286',)
[0.8%]	('177', '12')
[0.8%]	('21', '368')
[0.8%]	('52',)
[0.8%]	('529', '204')
[0.8%]	('72', '368')
[0.8%]	('450', '368')
[0.8%]	('510', '10')
[0.8%]	('368', '71')
[0.8%]	('509', '8')
[0.8%]	('12', '236')
[0.8%]	('217', '120')
[0.8%]	('217', '205')
[0.8%]	('450', '12')
[0.8%]	('477', '8')
[0.8%]	('11', '597')
[0.8%]	('283', '12')
[0.8%]	('510', '529')
[0.8%]	('94',)
[0.8%]	('9', '438')
[0.8%]	('10', '8')
[0.8%]	('217', '438')
[0.8%]	('36',)
[0.8%]	('145', '438')
[0.8%]	('42',)
[0.8%]	('374',)
[0.8%]	('470', '8')
[0.8%]	('110', '10')
[0.8%]	('326', '368')
[0.8%]	('297',)
[0.8%]	('156',)
[0.8%]	('9', '205')
[0.8%]	('217', '14')
[0.8%]	('21', '10')
[0.8%]	('170',)
[0.8%]	('477', '529')
[0.8%]	('279', '368')
[0.8%]	('139',)
[0.8%]	('476',)
[0.7%]	('427', '12')
[0.7%]	('368', '381')
[0.7%]	('326', '529')
[0.7%]	('450', '10')
[0.7%]	('21', '8')
[0.7%]	('283', '529')
[0.7%]	('98',)
[0.7%]	('597', '9')
[0.7%]	('12', '460')
[0.7%]	('120', '9')
[0.7%]	('373', '368')
[0.7%]	('173',)
[0.7%]	('11', '120')
[0.7%]	('10', '204')
[0.7%]	('326', '8')
[0.7%]	('458',)
[0.7%]	('140', '10')
[0.7%]	('12', '71')
[0.7%]	('151', '368')
[0.7%]	('354', '529')
[0.7%]	('217', '597')
[0.7%]	('73', '529')
[0.7%]	('12', '161')
[0.7%]	('15', '597')
[0.7%]	('13', '438')
[0.7%]	('140', '12')
[0.7%]	('177', '10')
[0.7%]	('283', '368')
[0.7%]	('10', '419')
[0.7%]	('72', '8')
[0.7%]	('11', '470')
[0.7%]	('145', '205')
[0.7%]	('107',)
[0.7%]	('354', '12')
[0.7%]	('120', '14')
[0.7%]	('110', '8')
[0.7%]	('452',)
[0.7%]	('548', '8')
[0.7%]	('381', '10')
[0.7%]	('368', '204')
[0.7%]	('8', '419')
[0.7%]	('381', '8')
[0.7%]	('11', '205')
[0.7%]	('217', '7')
[0.7%]	('326', '10')
[0.7%]	('17', '368')
[0.7%]	('529', '205')
[0.7%]	('396',)
[0.7%]	('368', '561')
[0.7%]	('24',)
[0.7%]	('217', '362')
[0.7%]	('368', '45')
[0.7%]	('71', '10')
[0.7%]	('489', '10')
[0.7%]	('472', '10')
[0.7%]	('460', '529')
[0.7%]	('12', '45')
[0.7%]	('73', '9')
[0.7%]	('11', '510')
[0.7%]	('120', '13')
[0.7%]	('489', '529')
[0.7%]	('73', '368')
[0.7%]	('13', '205')
[0.7%]	('140', '529')
[0.7%]	('217', '470')
[0.7%]	('217', '266')
[0.7%]	('120', '145')
[0.7%]	('362', '8')
[0.7%]	('548', '10')
[0.7%]	('217', '73')
[0.7%]	('72', '11')
[0.7%]	('11', '477')
[0.7%]	('151', '10')
[0.7%]	('548', '597')
[0.7%]	('12', '239')
[0.7%]	('13', '597')
[0.7%]	('59',)
[0.7%]	('565',)
[0.7%]	('239', '8')
[0.7%]	('11', '73')
[0.7%]	('12', '401')
[0.7%]	('177', '8')
[0.7%]	('480', '368')
[0.7%]	('467', '529')
[0.7%]	('177', '368')
[0.7%]	('453',)
[0.7%]	('66',)
[0.7%]	('427', '368')
[0.7%]	('15', '145')
[0.7%]	('480', '12')
[0.7%]	('494', '368')
[0.7%]	('373', '10')
[0.7%]	('368', '227')
[0.7%]	('10', '97')
[0.7%]	('489', '8')
[0.7%]	('422', '368')
[0.7%]	('510', '8')
[0.7%]	('597', '145')
[0.7%]	('12', '509')
[0.7%]	('151', '8')
[0.7%]	('11', '381')
[0.7%]	('279', '8')
[0.6%]	('562',)
[0.6%]	('299',)
[0.6%]	('242', '12')
[0.6%]	('529', '161')
[0.6%]	('196', '12')
[0.6%]	('12', '334')
[0.6%]	('510', '9')
[0.6%]	('272',)
[0.6%]	('372',)
[0.6%]	('509', '529')
[0.6%]	('11', '419')
[0.6%]	('11', '489')
[0.6%]	('239', '438')
[0.6%]	('115', '10')
[0.6%]	('217', '510')
[0.6%]	('6', '529')
[0.6%]	('175', '12')
[0.6%]	('438', '205')
[0.6%]	('11', '548')
[0.6%]	('14', '597')
[0.6%]	('80',)
[0.6%]	('362', '529')
[0.6%]	('115', '529')
[0.6%]	('13', '470')
[0.6%]	('11', '21')
[0.6%]	('11', '110')
[0.6%]	('354', '368')
[0.6%]	('10', '45')
[0.6%]	('401', '8')
[0.6%]	('45', '145')
[0.6%]	('460', '10')
[0.6%]	('179',)
[0.6%]	('8', '204')
[0.6%]	('82', '368')
[0.6%]	('12', '561')
[0.6%]	('14', '477')
[0.6%]	('428',)
[0.6%]	('21', '529')
[0.6%]	('116', '12')
[0.6%]	('283', '10')
[0.6%]	('5', '529')
[0.6%]	('217', '15')
[0.6%]	('529', '335')
[0.6%]	('501',)
[0.6%]	('523', '529')
[0.6%]	('373', '11')
[0.6%]	('183', '12')
[0.6%]	('394',)
[0.6%]	('494', '12')
[0.6%]	('273',)
[0.6%]	('189',)
[0.6%]	('362', '368')
[0.6%]	('401', '10')
[0.6%]	('145', '7')
[0.6%]	('72', '120')
[0.6%]	('110', '368')
[0.6%]	('470', '9')
[0.6%]	('217', '419')
[0.6%]	('450', '8')
[0.6%]	('368', '460')
[0.6%]	('401', '368')
[0.6%]	('144',)
[0.6%]	('217', '21')
[0.6%]	('10', '161')
[0.6%]	('368', '16')
[0.6%]	('377', '12')
[0.6%]	('11', '450')
[0.6%]	('72', '9')
[0.6%]	('489', '368')
[0.6%]	('12', '112')
[0.6%]	('429',)
[0.6%]	('373', '8')
[0.6%]	('597', '470')
[0.6%]	('480', '10')
[0.6%]	('15', '438')
[0.6%]	('450', '529')
[0.6%]	('442',)
[0.6%]	('280', '8')
[0.6%]	('112', '529')
[0.6%]	('283', '8')
[0.6%]	('472', '12')
[0.6%]	('72', '529')
[0.6%]	('61',)
[0.6%]	('280', '12')
[0.6%]	('217', '494')
[0.6%]	('6', '368')
[0.6%]	('11', '326')
[0.6%]	('276', '10')
[0.6%]	('227', '529')
[0.6%]	('229', '10')
[0.6%]	('368', '161')
[0.6%]	('401', '529')
[0.6%]	('209',)
[0.6%]	('12', '541')
[0.6%]	('177', '11')
[0.6%]	('368', '239')
[0.6%]	('102',)
[0.6%]	('275', '12')
[0.6%]	('494', '10')
[0.6%]	('202',)
[0.6%]	('110', '9')
[0.6%]	('548', '368')
[0.6%]	('110', '529')
[0.6%]	('217', '283')
[0.6%]	('354', '8')
[0.6%]	('120', '438')
[0.6%]	('12', '522')
[0.6%]	('323',)
[0.6%]	('11', '204')
[0.6%]	('573', '12')
[0.6%]	('14', '205')
[0.6%]	('54', '12')
[0.6%]	('368', '236')
[0.6%]	('477', '145')
[0.6%]	('12', '296')
[0.6%]	('377', '368')
[0.6%]	('548', '145')
[0.6%]	('196', '10')
[0.6%]	('597', '438')
[0.6%]	('275', '145')
[0.6%]	('15', '12')
[0.6%]	('12', '97')
[0.6%]	('590',)
[0.6%]	('287',)
[0.6%]	('368', '276')
[0.6%]	('240',)
[0.6%]	('9', '419')
[0.6%]	('279', '529')
[0.6%]	('13', '419')
[0.6%]	('377', '10')
[0.6%]	('5', '368')
[0.6%]	('13', '477')
[0.6%]	('112', '10')
[0.6%]	('72', '13')
[0.6%]	('79',)
[0.6%]	('529', '97')
[0.6%]	('381', '205')
[0.6%]	('13', '450')
[0.6%]	('578', '12')
[0.6%]	('12', '276')
[0.6%]	('460', '8')
[0.6%]	('13', '110')
[0.6%]	('115', '12')
[0.6%]	('93', '12')
[0.6%]	('473',)
[0.6%]	('443', '12')
[0.6%]	('12', '129')
[0.6%]	('427', '10')
[0.6%]	('75', '12')
[0.6%]	('217', '110')
[0.6%]	('13', '73')
[0.6%]	('13', '510')
[0.6%]	('10', '522')
[0.6%]	('110', '381')
[0.6%]	('10', '541')
[0.6%]	('362', '11')
[0.6%]	('120', '470')
[0.6%]	('10', '236')
[0.6%]	('529', '45')
[0.6%]	('597', '7')
[0.6%]	('438', '7')
[0.6%]	('529', '296')
[0.6%]	('120', '161')
[0.6%]	('290', '368')
[0.6%]	('72', '510')
[0.6%]	('262',)
[0.6%]	('593', '10')
[0.6%]	('509', '10')
[0.6%]	('13', '489')
[0.6%]	('560',)
[0.6%]	('470', '145')
[0.6%]	('6', '145')
