[16.8%]	('12',)
[14.5%]	('8',)
[13.6%]	('368',)
[12.3%]	('9',)
[10.9%]	('7',)
[10.3%]	('11',)
[10.1%]	('10',)
[9.6%]	('217',)
[9.0%]	('145',)
[8.8%]	('120',)
[8.2%]	('196',)
[8.1%]	('5',)
[8.1%]	('438',)
[7.4%]	('13',)
[7.4%]	('381',)
[7.4%]	('6',)
[7.3%]	('205',)
[7.2%]	('239',)
[7.2%]	('477',)
[7.2%]	('489',)
[7.1%]	('419',)
[7.0%]	('161',)
[6.9%]	('470',)
[6.8%]	('362',)
[6.7%]	('14',)
[6.7%]	('460',)
[6.7%]	('494',)
[6.6%]	('73',)
[6.5%]	('326',)
[6.4%]	('21',)
[6.4%]	('151',)
[6.3%]	('334',)
[6.1%]	('15',)
[6.1%]	('401',)
[6.1%]	('422',)
[6.1%]	('140',)
[6.0%]	('354',)
[6.0%]	('112',)
[5.9%]	('279',)
[5.9%]	('72',)
[5.8%]	('110',)
[5.8%]	('283',)
[5.8%]	('450',)
[5.8%]	('280',)
[5.7%]	('3',)
[5.6%]	('45',)
[5.6%]	('4',)
[5.5%]	('480',)
[5.5%]	('229',)
[5.4%]	('43',)
[5.4%]	('55',)
[5.3%]	('236',)
[5.2%]	('350',)
[5.0%]	('339',)
[5.0%]	('130',)
[5.0%]	('349',)
[5.0%]	('183',)
[4.9%]	('234',)
[4.8%]	('71',)
[4.7%]	('116',)
[4.6%]	('296',)
[4.6%]	('100',)
[4.6%]	('204',)
[4.6%]	('31',)
[4.6%]	('377',)
[4.5%]	('25',)
[4.5%]	('93',)
[4.5%]	('82',)
[4.4%]	('70',)
[4.4%]	('227',)
[4.4%]	('322',)
[4.4%]	('276',)
[4.4%]	('129',)
[4.4%]	('405',)
[4.4%]	('427',)
[4.4%]	('266',)
[4.3%]	('171',)
[4.3%]	('300',)
[4.2%]	('2',)
[4.2%]	('440',)
[4.2%]	('472',)
[4.2%]	('69',)
[4.2%]	('274',)
[4.2%]	('294',)
[4.1%]	('177',)
[4.1%]	('316',)
[4.0%]	('162',)
[4.0%]	('51',)
[4.0%]	('159',)
[3.9%]	('208',)
[3.9%]	('54',)
[3.9%]	('16',)
[3.9%]	('118',)
[3.8%]	('275',)
[3.8%]	('467',)
[3.8%]	('115',)
[3.8%]	('198',)
[3.8%]	('132',)
[3.7%]	('27',)
[3.7%]	('492',)
[3.7%]	('319',)
[3.7%]	('343',)
[3.7%]	('224',)
[3.7%]	('413',)
[3.6%]	('443',)
[3.6%]	('180',)
[3.6%]	('75',)
[3.6%]	('17',)
[3.5%]	('310',)
[3.5%]	('328',)
[3.5%]	('192',)
[3.5%]	('158',)
[3.4%]	('1',)
[3.4%]	('175',)
[3.4%]	('352',)
[3.4%]	('207',)
[3.4%]	('290',)
[3.4%]	('97',)
[3.3%]	('449',)
[3.3%]	('85',)
[3.3%]	('487',)
[3.3%]	('38',)
[3.3%]	('197',)
[3.3%]	('39',)
[3.3%]	('111',)
[3.3%]	('216',)
[3.2%]	('351',)
[3.2%]	('474',)
[3.2%]	('395',)
[3.2%]	('421',)
[3.1%]	('373',)
[3.1%]	('411',)
[3.1%]	('155',)
[3.0%]	('53',)
[3.0%]	('46',)
[3.0%]	('154',)
[3.0%]	('259',)
[2.9%]	('387',)
[2.9%]	('268',)
[2.9%]	('32',)
[2.9%]	('346',)
[2.9%]	('307',)
[2.9%]	('348',)
[2.8%]	('168',)
[2.8%]	('68',)
[2.8%]	('308',)
[2.8%]	('378',)
[2.8%]	('320',)
[2.8%]	('335',)
[2.8%]	('242',)
[2.8%]	('104',)
[2.8%]	('368', '12')
[2.7%]	('385',)
[2.7%]	('122',)
[2.6%]	('361',)
[2.6%]	('125',)
[2.6%]	('490',)
[2.6%]	('486',)
[2.6%]	('48',)
[2.5%]	('461',)
[2.5%]	('496',)
[2.5%]	('26',)
[2.5%]	('321',)
[2.5%]	('35',)
[2.5%]	('96',)
[2.5%]	('366',)
[2.5%]	('336',)
[2.5%]	('18',)
[2.5%]	('258',)
[2.5%]	('128',)
[2.4%]	('415',)
[2.4%]	('332',)
[2.4%]	('414',)
[2.4%]	('355',)
[2.4%]	('295',)
[2.4%]	('263',)
[2.4%]	('400',)
[2.4%]	('226',)
[2.3%]	('64',)
[2.3%]	('403',)
[2.3%]	('345',)
[2.3%]	('390',)
[2.3%]	('201',)
[2.3%]	('471',)
[2.2%]	('306',)
[2.2%]	('357',)
[2.2%]	('94',)
[2.2%]	('57',)
[2.2%]	('103',)
[2.2%]	('105',)
[2.1%]	('347',)
[2.1%]	('468',)
[2.1%]	('278',)
[2.1%]	('49',)
[2.1%]	('126',)
[2.1%]	('309',)
[2.1%]	('12', '145')
[2.0%]	('193',)
[2.0%]	('333',)
[2.0%]	('185',)
[2.0%]	('424',)
[2.0%]	('0',)
[2.0%]	('215',)
[2.0%]	('397',)
[2.0%]	('78',)
[2.0%]	('188',)
[2.0%]	('37',)
[2.0%]	('368', '8')
[2.0%]	('368', '145')
[2.0%]	('489', '368')
[1.9%]	('88',)
[1.9%]	('270',)
[1.9%]	('89',)
[1.9%]	('338',)
[1.9%]	('127',)
[1.9%]	('249',)
[1.9%]	('285',)
[1.9%]	('156',)
[1.9%]	('196', '368')
[1.9%]	('196', '12')
[1.8%]	('364',)
[1.8%]	('360',)
[1.8%]	('370',)
[1.8%]	('371',)
[1.8%]	('392',)
[1.8%]	('80',)
[1.8%]	('412',)
[1.8%]	('477', '12')
[1.7%]	('165',)
[1.7%]	('214',)
[1.7%]	('210',)
[1.7%]	('265',)
[1.7%]	('383',)
[1.7%]	('143',)
[1.7%]	('277',)
[1.7%]	('163',)
[1.7%]	('142',)
[1.7%]	('116', '12')
[1.7%]	('460', '8')
[1.7%]	('334', '12')
[1.6%]	('52',)
[1.6%]	('298',)
[1.6%]	('240',)
[1.6%]	('136',)
[1.6%]	('157',)
[1.6%]	('117',)
[1.6%]	('176',)
[1.6%]	('172',)
[1.6%]	('19',)
[1.6%]	('447',)
[1.6%]	('33',)
[1.6%]	('243',)
[1.6%]	('28',)
[1.6%]	('315',)
[1.6%]	('187',)
[1.6%]	('368', '9')
[1.6%]	('477', '368')
[1.6%]	('368', '11')
[1.6%]	('279', '12')
[1.5%]	('453',)
[1.5%]	('459',)
[1.5%]	('181',)
[1.5%]	('272',)
[1.5%]	('147',)
[1.5%]	('123',)
[1.5%]	('304',)
[1.5%]	('430',)
[1.5%]	('73', '12')
[1.5%]	('21', '12')
[1.5%]	('381', '12')
[1.5%]	('9', '217')
[1.5%]	('12', '8')
[1.5%]	('334', '368')
[1.4%]	('61',)
[1.4%]	('318',)
[1.4%]	('417',)
[1.4%]	('379',)
[1.4%]	('484',)
[1.4%]	('164',)
[1.4%]	('442',)
[1.4%]	('108',)
[1.4%]	('388',)
[1.4%]	('160',)
[1.4%]	('102',)
[1.4%]	('299',)
[1.4%]	('58',)
[1.4%]	('190',)
[1.4%]	('280', '12')
[1.4%]	('470', '9')
[1.4%]	('151', '12')
[1.4%]	('12', '120')
[1.4%]	('377', '12')
[1.4%]	('14', '368')
[1.4%]	('368', '120')
[1.4%]	('13', '217')
[1.4%]	('438', '11')
[1.4%]	('151', '368')
[1.3%]	('90',)
[1.3%]	('436',)
[1.3%]	('456',)
[1.3%]	('20',)
[1.3%]	('281',)
[1.3%]	('131',)
[1.3%]	('478',)
[1.3%]	('402',)
[1.3%]	('146',)
[1.3%]	('114',)
[1.3%]	('141',)
