[379]
[13.8%]	('8',)
[13.0%]	('12',)
[12.7%]	('10',)
[12.5%]	('529',)
[12.2%]	('368',)
[10.7%]	('9',)
[10.1%]	('11',)
[9.1%]	('217',)
[9.1%]	('7',)
[8.6%]	('145',)
[8.0%]	('6',)
[7.5%]	('13',)
[7.5%]	('438',)
[7.3%]	('597',)
[7.2%]	('120',)
[7.1%]	('5',)
[7.1%]	('205',)
[6.7%]	('470',)
[6.4%]	('14',)
[6.3%]	('510',)
[6.2%]	('73',)
[6.1%]	('15',)
[6.0%]	('72',)
[6.0%]	('477',)
[5.9%]	('326',)
[5.9%]	('21',)
[5.8%]	('419',)
[5.8%]	('450',)
[5.7%]	('381',)
[5.7%]	('489',)
[5.7%]	('548',)
[5.7%]	('110',)
[5.5%]	('4',)
[5.3%]	('362',)
[5.3%]	('204',)
[5.2%]	('177',)
[5.2%]	('283',)
[5.2%]	('140',)
[5.1%]	('373',)
[5.1%]	('151',)
[5.0%]	('236',)
[4.9%]	('354',)
[4.8%]	('460',)
[4.8%]	('401',)
[4.8%]	('229',)
[4.7%]	('71',)
[4.7%]	('480',)
[4.6%]	('196',)
[4.6%]	('279',)
[4.6%]	('161',)
[4.6%]	('427',)
[4.6%]	('509',)
[4.5%]	('239',)
[4.4%]	('472',)
[4.4%]	('3',)
[4.4%]	('541',)
[4.3%]	('522',)
[4.3%]	('494',)
[4.3%]	('296',)
[4.2%]	('183',)
[4.2%]	('45',)
[4.1%]	('540',)
[4.1%]	('343',)
[4.1%]	('115',)
[4.0%]	('334',)
[4.0%]	('593',)
[4.0%]	('443',)
[4.0%]	('377',)
[4.0%]	('129',)
[4.0%]	('280',)
[4.0%]	('112',)
[3.9%]	('276',)
[3.9%]	('561',)
[3.9%]	('275',)
[3.8%]	('93',)
[3.8%]	('266',)
[3.8%]	('422',)
[3.8%]	('54',)
[3.8%]	('573',)
[3.8%]	('97',)
[3.7%]	('523',)
[3.7%]	('116',)
[3.7%]	('43',)
[3.7%]	('198',)
[3.7%]	('242',)
[3.7%]	('38',)
[3.7%]	('175',)
[3.7%]	('69',)
[3.6%]	('159',)
[3.6%]	('227',)
[3.6%]	('405',)
[3.6%]	('234',)
[3.5%]	('55',)
[3.5%]	('449',)
[3.5%]	('474',)
[3.5%]	('350',)
[3.4%]	('70',)
[3.4%]	('31',)
[3.4%]	('259',)
[3.3%]	('294',)
[3.3%]	('82',)
[3.3%]	('579',)
[3.3%]	('322',)
[3.3%]	('578',)
[3.3%]	('104',)
[3.2%]	('17',)
[3.2%]	('16',)
[3.2%]	('526',)
[3.2%]	('46',)
[3.1%]	('339',)
[3.1%]	('75',)
[3.1%]	('347',)
[3.1%]	('25',)
[3.1%]	('440',)
[3.1%]	('118',)
[3.1%]	('504',)
[3.0%]	('111',)
[3.0%]	('583',)
[3.0%]	('487',)
[3.0%]	('467',)
[3.0%]	('575',)
[3.0%]	('216',)
[3.0%]	('162',)
[3.0%]	('413',)
[3.0%]	('122',)
[3.0%]	('550',)
[2.9%]	('571',)
[2.9%]	('197',)
[2.9%]	('125',)
[2.9%]	('538',)
[2.9%]	('335',)
[2.9%]	('168',)
[2.9%]	('18',)
[2.8%]	('567',)
[2.8%]	('346',)
[2.8%]	('274',)
[2.8%]	('513',)
[2.8%]	('2',)
[2.7%]	('390',)
[2.7%]	('192',)
[2.7%]	('100',)
[2.7%]	('385',)
[2.7%]	('421',)
[2.6%]	('35',)
[2.6%]	('319',)
[2.6%]	('505',)
[2.6%]	('400',)
[2.6%]	('574',)
[2.6%]	('351',)
[2.6%]	('525',)
[2.5%]	('48',)
[2.5%]	('527',)
[2.5%]	('51',)
[2.5%]	('581',)
[2.5%]	('361',)
[2.5%]	('349',)
[2.5%]	('1',)
[2.5%]	('580',)
[2.5%]	('180',)
[2.5%]	('32',)
[2.5%]	('471',)
[2.4%]	('316',)
[2.4%]	('68',)
[2.4%]	('285',)
[2.4%]	('588',)
[2.4%]	('403',)
[2.4%]	('41',)
[2.4%]	('308',)
[2.4%]	('411',)
[2.3%]	('53',)
[2.3%]	('154',)
[2.3%]	('85',)
[2.3%]	('300',)
[2.3%]	('468',)
[2.3%]	('22',)
[2.3%]	('290',)
[2.3%]	('64',)
[2.3%]	('598',)
[2.3%]	('364',)
[2.3%]	('171',)
[2.2%]	('352',)
[2.2%]	('415',)
[2.2%]	('96',)
[2.2%]	('224',)
[2.2%]	('348',)
[2.2%]	('268',)
[2.1%]	('130',)
[2.1%]	('395',)
[2.1%]	('387',)
[2.1%]	('27',)
[2.1%]	('424',)
[2.1%]	('378',)
[2.1%]	('105',)
[2.0%]	('132',)
[2.0%]	('528',)
[2.0%]	('243',)
[2.0%]	('78',)
[2.0%]	('332',)
[2.0%]	('321',)
[2.0%]	('304',)
[2.0%]	('155',)
[2.0%]	('328',)
[1.9%]	('307',)
[1.9%]	('127',)
[1.9%]	('345',)
[1.9%]	('258',)
