[16.8%]	('12',)
[14.5%]	('8',)
[2.8%]	('308',)
[2.8%]	('12', '368')
[2.5%]	('258',)
[2.5%]	('336',)
[2.4%]	('263',)
[2.4%]	('400',)
[2.2%]	('94',)
[2.2%]	('357',)
[2.1%]	('468',)
[2.1%]	('126',)
[2.1%]	('278',)
[2.1%]	('347',)
[2.1%]	('12', '145')
[2.0%]	('215',)
[2.0%]	('193',)
[2.0%]	('188',)
[2.0%]	('424',)
[2.0%]	('78',)
[2.0%]	('185',)
[2.0%]	('368', '489')
[2.0%]	('145', '368')
[2.0%]	('368', '8')
[1.9%]	('285',)
[1.9%]	('270',)
[1.9%]	('12', '196')
[1.9%]	('196', '368')
[1.8%]	('370',)
[1.8%]	('360',)
[1.8%]	('364',)
[1.8%]	('12', '477')
[1.7%]	('163',)
[1.7%]	('165',)
[1.7%]	('383',)
[1.7%]	('143',)
[1.7%]	('214',)
[1.7%]	('265',)
[1.7%]	('210',)
[1.7%]	('116', '12')
[1.7%]	('12', '334')
[1.7%]	('460', '8')
[1.6%]	('243',)
[1.6%]	('117',)
[1.6%]	('33',)
[1.6%]	('240',)
[1.6%]	('187',)
[1.6%]	('447',)
[1.6%]	('52',)
[1.6%]	('136',)
[1.6%]	('315',)
[1.6%]	('298',)
[1.6%]	('28',)
[1.6%]	('12', '279')
[1.6%]	('368', '477')
[1.6%]	('11', '368')
[1.6%]	('368', '9')
[1.5%]	('123',)
[1.5%]	('453',)
[1.5%]	('304',)
[1.5%]	('430',)
[1.5%]	('147',)
[1.5%]	('181',)
[1.5%]	('334', '368')
[1.5%]	('12', '21')
[1.5%]	('12', '73')
[1.5%]	('12', '381')
[1.5%]	('217', '9')
[1.5%]	('12', '8')
[1.4%]	('160',)
[1.4%]	('108',)
[1.4%]	('484',)
[1.4%]	('417',)
[1.4%]	('58',)
[1.4%]	('388',)
[1.4%]	('442',)
[1.4%]	('102',)
[1.4%]	('299',)
[1.4%]	('379',)
[1.4%]	('61',)
[1.4%]	('318',)
[1.4%]	('164',)
[1.4%]	('190',)
[1.4%]	('12', '377')
[1.4%]	('12', '280')
[1.4%]	('12', '151')
[1.4%]	('151', '368')
[1.4%]	('14', '368')
[1.4%]	('470', '9')
[1.4%]	('13', '217')
[1.4%]	('11', '438')
[1.4%]	('12', '120')
[1.4%]	('120', '368')
[1.3%]	('456',)
[1.3%]	('90',)
[1.3%]	('478',)
[1.3%]	('20',)
[1.3%]	('131',)
