[13.7%]	('8',)
[13.0%]	('12',)
[4.4%]	('3',)
[3.9%]	('573',)
[3.8%]	('116',)
[3.7%]	('242',)
[3.7%]	('159',)
[3.7%]	('69',)
[3.6%]	('198',)
[3.6%]	('234',)
[3.6%]	('449',)
[3.6%]	('38',)
[3.4%]	('350',)
[3.4%]	('31',)
[3.4%]	('82',)
[3.3%]	('579',)
[3.3%]	('322',)
[3.2%]	('526',)
[3.2%]	('46',)
[3.2%]	('104',)
[3.2%]	('118',)
[3.2%]	('339',)
[3.1%]	('111',)
[3.1%]	('583',)
[3.1%]	('487',)
[3.1%]	('347',)
[3.1%]	('122',)
[3.0%]	('575',)
[3.0%]	('25',)
[3.0%]	('216',)
[3.0%]	('504',)
[3.0%]	('550',)
[3.0%]	('440',)
[3.0%]	('162',)
[3.0%]	('413',)
[2.9%]	('335',)
[2.9%]	('571',)
[2.9%]	('168',)
[2.9%]	('567',)
[2.9%]	('197',)
[2.9%]	('538',)
[2.8%]	('274',)
[2.8%]	('2',)
[2.8%]	('513',)
[2.8%]	('192',)
[2.7%]	('346',)
[2.7%]	('385',)
[2.7%]	('100',)
[2.7%]	('390',)
[2.7%]	('421',)
[2.6%]	('319',)
[2.6%]	('574',)
[2.6%]	('400',)
[2.6%]	('525',)
[2.6%]	('505',)
[2.6%]	('316',)
[2.6%]	('527',)
[2.6%]	('351',)
[2.5%]	('471',)
[2.5%]	('35',)
[2.5%]	('48',)
[2.5%]	('581',)
[2.5%]	('32',)
[2.5%]	('51',)
[2.5%]	('349',)
[2.5%]	('1',)
[2.5%]	('68',)
[2.5%]	('361',)
[2.5%]	('580',)
[2.4%]	('285',)
[2.4%]	('308',)
[2.4%]	('180',)
[2.4%]	('588',)
[2.4%]	('403',)
[2.4%]	('41',)
[2.3%]	('53',)
[2.3%]	('22',)
[2.3%]	('154',)
[2.3%]	('468',)
[2.3%]	('411',)
[2.3%]	('171',)
[2.3%]	('300',)
[2.3%]	('290',)
[2.3%]	('352',)
[2.3%]	('364',)
[2.3%]	('85',)
[2.2%]	('224',)
[2.2%]	('27',)
[2.2%]	('64',)
[2.2%]	('415',)
[2.2%]	('598',)
[2.2%]	('96',)
[2.2%]	('348',)
[2.2%]	('130',)
[2.1%]	('268',)
[2.1%]	('378',)
[2.1%]	('387',)
[2.1%]	('395',)
[2.0%]	('243',)
[2.0%]	('132',)
[2.0%]	('105',)
[2.0%]	('155',)
[2.0%]	('321',)
[2.0%]	('332',)
[2.0%]	('528',)
[2.0%]	('424',)
[2.0%]	('496',)
[2.0%]	('345',)
[1.9%]	('33',)
[1.9%]	('258',)
[1.9%]	('304',)
[1.9%]	('307',)
[1.9%]	('78',)
[1.9%]	('328',)
[1.9%]	('558',)
[1.9%]	('358',)
[1.9%]	('127',)
[1.9%]	('207',)
[1.9%]	('554',)
[1.9%]	('208',)
[1.9%]	('128',)
[1.8%]	('360',)
[1.8%]	('414',)
[1.8%]	('158',)
[1.8%]	('461',)
[1.8%]	('402',)
[1.8%]	('12', '529')
[1.8%]	('484',)
[1.8%]	('456',)
[1.8%]	('486',)
[1.8%]	('0',)
[1.8%]	('412',)
[1.8%]	('507',)
[1.7%]	('355',)
[1.7%]	('265',)
[1.7%]	('530',)
[1.7%]	('491',)
[1.7%]	('187',)
[1.7%]	('568',)
[1.7%]	('295',)
[1.7%]	('498',)
[1.7%]	('257',)
[1.7%]	('39',)
[1.7%]	('44',)
[1.7%]	('417',)
[1.7%]	('469',)
[1.6%]	('511',)
[1.6%]	('126',)
[1.6%]	('12', '368')
[1.6%]	('193',)
[1.6%]	('572',)
[1.6%]	('263',)
[1.6%]	('181',)
[1.6%]	('379',)
[1.6%]	('533',)
[1.6%]	('368', '529')
[1.6%]	('298',)
[1.6%]	('19',)
[1.6%]	('203',)
[1.6%]	('366',)
[1.5%]	('492',)
[1.5%]	('194',)
[1.5%]	('10', '529')
[1.5%]	('10', '368')
[1.5%]	('447',)
[1.5%]	('569',)
[1.5%]	('28',)
[1.5%]	('143',)
[1.5%]	('37',)
[1.5%]	('397',)
[1.5%]	('529', '8')
[1.5%]	('563',)
[1.5%]	('230',)
[1.5%]	('537',)
[1.5%]	('585',)
[1.5%]	('553',)
[1.5%]	('320',)
[1.4%]	('368', '8')
[1.4%]	('57',)
[1.4%]	('114',)
[1.4%]	('214',)
[1.4%]	('333',)
[1.4%]	('254',)
[1.4%]	('512',)
[1.4%]	('577',)
[1.4%]	('165',)
[1.4%]	('226',)
[1.4%]	('281',)
[1.4%]	('517',)
[1.4%]	('201',)
[1.4%]	('594',)
[1.4%]	('309',)
[1.4%]	('185',)
[1.4%]	('521',)
[1.3%]	('11', '529')
[1.3%]	('210',)
[1.3%]	('490',)
[1.3%]	('212',)
[1.3%]	('392',)
[1.3%]	('103',)
[1.3%]	('26',)
[1.3%]	('478',)
[1.3%]	('145', '529')
[1.3%]	('145', '8')
[1.3%]	('157',)
[1.3%]	('11', '368')
[1.3%]	('407',)
[1.3%]	('176',)
[1.3%]	('12', '217')
[1.2%]	('90',)
[1.2%]	('408',)
[1.2%]	('529', '9')
[1.2%]	('459',)
[1.2%]	('277',)
[1.2%]	('249',)
[1.2%]	('595',)
[1.2%]	('544',)
[1.2%]	('172',)
[1.2%]	('482',)
[1.2%]	('370',)
[1.2%]	('117',)
[1.2%]	('13', '529')
[1.2%]	('10', '217')
[1.2%]	('131',)
[1.2%]	('160',)
[1.2%]	('576',)
[1.2%]	('368', '9')
[1.2%]	('147',)
[1.2%]	('217', '8')
[1.2%]	('12', '145')
[1.2%]	('518',)
[1.2%]	('306',)
[1.2%]	('371',)
[1.2%]	('142',)
[1.2%]	('217', '529')
[1.2%]	('13', '368')
[1.1%]	('430',)
[1.1%]	('89',)
[1.1%]	('146',)
[1.1%]	('14', '529')
[1.1%]	('12', '438')
[1.1%]	('138',)
[1.1%]	('515',)
[1.1%]	('10', '120')
[1.1%]	('582',)
[1.1%]	('437',)
[1.1%]	('418',)
[1.1%]	('241',)
[1.1%]	('314',)
[1.1%]	('108',)
[1.1%]	('12', '8')
[1.1%]	('86',)
[1.1%]	('369',)
[1.1%]	('516',)
[1.1%]	('10', '145')
[1.1%]	('278',)
[1.1%]	('514',)
[1.1%]	('215',)
[1.1%]	('318',)
[1.1%]	('12', '470')
[1.1%]	('383',)
[1.1%]	('432',)
[1.1%]	('20',)
[1.1%]	('12', '120')
[1.1%]	('12', '205')
[1.1%]	('438', '529')
[1.1%]	('520',)
[1.1%]	('336',)
[1.1%]	('14', '368')
[1.0%]	('539',)
[1.0%]	('12', '597')
[1.0%]	('536',)
[1.0%]	('357',)
[1.0%]	('545',)
[1.0%]	('311',)
[1.0%]	('12', '73')
[1.0%]	('217', '368')
[1.0%]	('120', '529')
[1.0%]	('145', '368')
[1.0%]	('58',)
[1.0%]	('88',)
[1.0%]	('15', '529')
[1.0%]	('190',)
[1.0%]	('186',)
[1.0%]	('12', '21')
[1.0%]	('368', '597')
[1.0%]	('12', '548')
[1.0%]	('15', '368')
[1.0%]	('534',)
[1.0%]	('376',)
[1.0%]	('12', '326')
[1.0%]	('12', '510')
[1.0%]	('270',)
[1.0%]	('315',)
[1.0%]	('338',)
[1.0%]	('406',)
[1.0%]	('12', '419')
[1.0%]	('246',)
[1.0%]	('163',)
[1.0%]	('11', '217')
[1.0%]	('141',)
[1.0%]	('373', '529')
[1.0%]	('10', '597')
[1.0%]	('137',)
[0.9%]	('11', '145')
[0.9%]	('121',)
[0.9%]	('205', '368')
[0.9%]	('591',)
[0.9%]	('95',)
[0.9%]	('327',)
[0.9%]	('10', '438')
[0.9%]	('12', '72')
[0.9%]	('136',)
[0.9%]	('120', '8')
[0.9%]	('529', '597')
[0.9%]	('34',)
[0.9%]	('236', '529')
[0.9%]	('164',)
[0.9%]	('470', '529')
[0.9%]	('441',)
[0.9%]	('368', '438')
[0.9%]	('310',)
[0.9%]	('10', '205')
[0.9%]	('188',)
[0.9%]	('356',)
[0.9%]	('12', '477')
[0.9%]	('10', '73')
[0.9%]	('13', '217')
[0.9%]	('12', '362')
[0.9%]	('592',)
[0.9%]	('329',)
[0.9%]	('217', '9')
[0.9%]	('14', '145')
[0.9%]	('368', '470')
[0.9%]	('529', '548')
[0.9%]	('10', '477')
[0.9%]	('12', '381')
[0.9%]	('145', '9')
[0.9%]	('49',)
[0.9%]	('245',)
[0.9%]	('205', '8')
[0.9%]	('244',)
[0.9%]	('529', '7')
[0.8%]	('483',)
[0.8%]	('13', '145')
[0.8%]	('91',)
[0.8%]	('508',)
[0.8%]	('597', '8')
[0.8%]	('14', '438')
[0.8%]	('123',)
[0.8%]	('419', '529')
[0.8%]	('11', '438')
[0.8%]	('12', '279')
[0.8%]	('206',)
[0.8%]	('10', '72')
[0.8%]	('438', '8')
[0.8%]	('110', '12')
[0.8%]	('145', '217')
[0.8%]	('436',)
[0.8%]	('10', '470')
[0.8%]	('12', '204')
[0.8%]	('62',)
[0.8%]	('423',)
[0.8%]	('12', '373')
[0.8%]	('368', '510')
[0.8%]	('73', '8')
[0.8%]	('368', '7')
[0.8%]	('256',)
[0.8%]	('12', '540')
[0.8%]	('10', '362')
[0.8%]	('10', '12')
[0.8%]	('12', '489')
[0.8%]	('381', '529')
[0.8%]	('12', '151')
[0.8%]	('368', '477')
[0.8%]	('12', '229')
[0.8%]	('140', '8')
[0.8%]	('375',)
[0.8%]	('368', '419')
[0.8%]	('120', '368')
[0.8%]	('286',)
[0.8%]	('12', '177')
[0.8%]	('21', '368')
[0.8%]	('52',)
[0.8%]	('204', '529')
[0.8%]	('368', '72')
[0.8%]	('368', '450')
[0.8%]	('10', '510')
[0.8%]	('509', '8')
[0.8%]	('368', '71')
[0.8%]	('12', '236')
[0.8%]	('120', '217')
[0.8%]	('205', '217')
[0.8%]	('12', '450')
[0.8%]	('477', '8')
[0.8%]	('11', '597')
[0.8%]	('12', '283')
[0.8%]	('510', '529')
[0.8%]	('94',)
[0.8%]	('438', '9')
[0.8%]	('217', '438')
[0.8%]	('10', '8')
[0.8%]	('36',)
