[13.7%]	('8',)
[13.0%]	('12',)
[1.8%]	('12', '529')
[1.6%]	('12', '368')
[1.6%]	('368', '529')
[1.5%]	('10', '529')
[1.5%]	('10', '368')
[1.5%]	('529', '8')
[1.4%]	('368', '8')
[1.3%]	('11', '529')
[1.3%]	('145', '529')
[1.3%]	('145', '8')
[1.3%]	('11', '368')
[1.3%]	('12', '217')
[1.2%]	('529', '9')
[1.2%]	('13', '529')
[1.2%]	('10', '217')
[1.2%]	('368', '9')
[1.2%]	('217', '8')
[1.2%]	('12', '145')
[1.2%]	('217', '529')
[1.2%]	('13', '368')
[1.1%]	('14', '529')
[1.1%]	('12', '438')
[1.1%]	('10', '120')
[1.1%]	('12', '8')
[1.1%]	('10', '145')
[1.1%]	('12', '470')
[1.1%]	('12', '120')
[1.1%]	('12', '205')
[1.1%]	('438', '529')
[1.1%]	('14', '368')
[1.0%]	('12', '597')
[1.0%]	('12', '73')
[1.0%]	('217', '368')
[1.0%]	('120', '529')
[1.0%]	('145', '368')
[1.0%]	('88',)
[1.0%]	('15', '529')
[1.0%]	('190',)
[1.0%]	('186',)
[1.0%]	('12', '21')
[1.0%]	('368', '597')
[1.0%]	('12', '548')
[1.0%]	('15', '368')
[1.0%]	('12', '326')
[1.0%]	('12', '510')
[1.0%]	('338',)
[1.0%]	('12', '419')
[1.0%]	('11', '217')
[1.0%]	('141',)
[1.0%]	('373', '529')
[1.0%]	('10', '597')
[0.9%]	('11', '145')
[0.9%]	('205', '368')
[0.9%]	('327',)
[0.9%]	('10', '438')
[0.9%]	('12', '72')
[0.9%]	('120', '8')
[0.9%]	('529', '597')
[0.9%]	('34',)
[0.9%]	('236', '529')
[0.9%]	('164',)
[0.9%]	('470', '529')
[0.9%]	('441',)
[0.9%]	('368', '438')
[0.9%]	('310',)
[0.9%]	('10', '205')
[0.9%]	('12', '477')
[0.9%]	('10', '73')
[0.9%]	('13', '217')
[0.9%]	('12', '362')
[0.9%]	('592',)
[0.9%]	('329',)
[0.9%]	('217', '9')
[0.9%]	('14', '145')
[0.9%]	('368', '470')
[0.9%]	('529', '548')
[0.9%]	('10', '477')
[0.9%]	('12', '381')
[0.9%]	('145', '9')
[0.9%]	('49',)
[0.9%]	('205', '8')
[0.9%]	('244',)
[0.9%]	('529', '7')
[0.8%]	('483',)
[0.8%]	('13', '145')
[0.8%]	('508',)
[0.8%]	('597', '8')
[0.8%]	('14', '438')
[0.8%]	('123',)
[0.8%]	('419', '529')
[0.8%]	('11', '438')
[0.8%]	('12', '279')
[0.8%]	('10', '72')
[0.8%]	('438', '8')
[0.8%]	('110', '12')
[0.8%]	('145', '217')
[0.8%]	('10', '470')
[0.8%]	('12', '204')
[0.8%]	('62',)
[0.8%]	('12', '373')
[0.8%]	('368', '510')
[0.8%]	('73', '8')
[0.8%]	('368', '7')
[0.8%]	('12', '540')
[0.8%]	('10', '362')
[0.8%]	('10', '12')
[0.8%]	('12', '489')
[0.8%]	('381', '529')
[0.8%]	('12', '151')
[0.8%]	('368', '477')
[0.8%]	('12', '229')
[0.8%]	('140', '8')
[0.8%]	('375',)
[0.8%]	('368', '419')
[0.8%]	('120', '368')
[0.8%]	('286',)
[0.8%]	('12', '177')
[0.8%]	('21', '368')
[0.8%]	('52',)
[0.8%]	('204', '529')
[0.8%]	('368', '72')
[0.8%]	('368', '450')
[0.8%]	('10', '510')
[0.8%]	('509', '8')
[0.8%]	('368', '71')
[0.8%]	('12', '236')
[0.8%]	('120', '217')
[0.8%]	('205', '217')
[0.8%]	('12', '450')
[0.8%]	('477', '8')
[0.8%]	('11', '597')
[0.8%]	('12', '283')
[0.8%]	('510', '529')
[0.8%]	('438', '9')
[0.8%]	('217', '438')
[0.8%]	('10', '8')
[0.8%]	('145', '438')
[0.8%]	('42',)
[0.8%]	('374',)
[0.8%]	('470', '8')
[0.8%]	('10', '110')
[0.8%]	('326', '368')
[0.8%]	('156',)
[0.8%]	('297',)
[0.8%]	('205', '9')
[0.8%]	('14', '217')
[0.8%]	('10', '21')
[0.8%]	('170',)
[0.8%]	('279', '368')
[0.8%]	('477', '529')
[0.7%]	('12', '427')
[0.7%]	('368', '381')
[0.7%]	('10', '450')
[0.7%]	('326', '529')
[0.7%]	('21', '8')
[0.7%]	('283', '529')
[0.7%]	('98',)
[0.7%]	('12', '460')
[0.7%]	('597', '9')
[0.7%]	('120', '9')
[0.7%]	('368', '373')
[0.7%]	('173',)
[0.7%]	('11', '120')
[0.7%]	('10', '204')
[0.7%]	('326', '8')
[0.7%]	('458',)
[0.7%]	('12', '71')
[0.7%]	('10', '140')
[0.7%]	('354', '529')
[0.7%]	('151', '368')
[0.7%]	('12', '161')
[0.7%]	('529', '73')
[0.7%]	('217', '597')
[0.7%]	('15', '597')
[0.7%]	('13', '438')
[0.7%]	('12', '140')
[0.7%]	('283', '368')
[0.7%]	('10', '177')
[0.7%]	('10', '419')
[0.7%]	('72', '8')
[0.7%]	('11', '470')
[0.7%]	('145', '205')
[0.7%]	('12', '354')
[0.7%]	('110', '8')
[0.7%]	('120', '14')
[0.7%]	('548', '8')
[0.7%]	('10', '381')
[0.7%]	('204', '368')
[0.7%]	('381', '8')
[0.7%]	('419', '8')
[0.7%]	('11', '205')
[0.7%]	('10', '326')
[0.7%]	('217', '7')
[0.7%]	('17', '368')
[0.7%]	('205', '529')
[0.7%]	('396',)
[0.7%]	('368', '561')
[0.7%]	('24',)
[0.7%]	('368', '45')
[0.7%]	('217', '362')
[0.7%]	('10', '71')
[0.7%]	('10', '472')
[0.7%]	('10', '489')
[0.7%]	('12', '45')
[0.7%]	('460', '529')
[0.7%]	('73', '9')
[0.7%]	('11', '510')
[0.7%]	('120', '13')
[0.7%]	('489', '529')
[0.7%]	('368', '73')
[0.7%]	('13', '205')
[0.7%]	('140', '529')
[0.7%]	('217', '470')
[0.7%]	('217', '266')
[0.7%]	('120', '145')
[0.7%]	('362', '8')
[0.7%]	('10', '548')
[0.7%]	('10', '151')
[0.7%]	('11', '477')
[0.7%]	('11', '72')
[0.7%]	('217', '73')
[0.7%]	('12', '239')
[0.7%]	('548', '597')
[0.7%]	('13', '597')
[0.7%]	('59',)
[0.7%]	('239', '8')
[0.7%]	('11', '73')
