[16.8%]	('12',)
[14.5%]	('8',)
[10.9%]	('7',)
[10.3%]	('11',)
[8.1%]	('5',)
[7.4%]	('6',)
[6.7%]	('494',)
[6.1%]	('140',)
[5.9%]	('279',)
[5.9%]	('72',)
[5.8%]	('450',)
[5.7%]	('3',)
[5.6%]	('45',)
[5.6%]	('4',)
[5.0%]	('130',)
[5.0%]	('339',)
[4.9%]	('234',)
[4.8%]	('71',)
[4.7%]	('116',)
[4.6%]	('100',)
[4.6%]	('296',)
[4.6%]	('204',)
[4.6%]	('377',)
[4.6%]	('31',)
[4.5%]	('25',)
[4.5%]	('93',)
[4.4%]	('70',)
[4.4%]	('405',)
[4.4%]	('276',)
[4.4%]	('427',)
[4.4%]	('129',)
[4.4%]	('266',)
[4.4%]	('322',)
[4.4%]	('227',)
[4.3%]	('171',)
[4.2%]	('274',)
[4.2%]	('2',)
[4.2%]	('69',)
[4.2%]	('294',)
[4.2%]	('472',)
[4.2%]	('440',)
[4.1%]	('177',)
[4.1%]	('316',)
[4.0%]	('162',)
[4.0%]	('159',)
[4.0%]	('51',)
[3.9%]	('118',)
[3.9%]	('208',)
[3.9%]	('54',)
[3.9%]	('16',)
[3.8%]	('115',)
[3.8%]	('132',)
[3.8%]	('198',)
[3.8%]	('275',)
[3.7%]	('224',)
[3.7%]	('27',)
[3.7%]	('413',)
[3.7%]	('492',)
[3.7%]	('343',)
[3.7%]	('319',)
[3.6%]	('17',)
[3.6%]	('180',)
[3.6%]	('443',)
[3.6%]	('75',)
[3.5%]	('192',)
[3.5%]	('158',)
[3.5%]	('310',)
[3.5%]	('328',)
[3.4%]	('207',)
[3.4%]	('352',)
[3.4%]	('1',)
[3.4%]	('97',)
[3.4%]	('175',)
[3.4%]	('290',)
[3.3%]	('197',)
[3.3%]	('111',)
[3.3%]	('85',)
[3.3%]	('487',)
[3.3%]	('38',)
[3.3%]	('449',)
[3.3%]	('216',)
[3.3%]	('39',)
[3.2%]	('351',)
[3.2%]	('395',)
[3.2%]	('421',)
[3.2%]	('474',)
[3.1%]	('411',)
[3.1%]	('155',)
[3.1%]	('373',)
[3.0%]	('154',)
[3.0%]	('53',)
[3.0%]	('46',)
[3.0%]	('259',)
[2.9%]	('346',)
[2.9%]	('268',)
[2.9%]	('307',)
[2.9%]	('348',)
[2.9%]	('32',)
[2.9%]	('387',)
[2.8%]	('104',)
[2.8%]	('320',)
[2.8%]	('378',)
[2.8%]	('168',)
[2.8%]	('308',)
[2.8%]	('68',)
[2.8%]	('242',)
[2.8%]	('335',)
[2.8%]	('12', '368')
[2.7%]	('122',)
[2.7%]	('385',)
[2.6%]	('486',)
[2.6%]	('125',)
[2.6%]	('48',)
[2.6%]	('490',)
[2.6%]	('361',)
[2.5%]	('461',)
[2.5%]	('35',)
[2.5%]	('321',)
[2.5%]	('258',)
[2.5%]	('496',)
[2.5%]	('18',)
[2.5%]	('26',)
[2.5%]	('336',)
[2.5%]	('366',)
[2.5%]	('96',)
[2.5%]	('128',)
[2.4%]	('332',)
[2.4%]	('295',)
[2.4%]	('414',)
[2.4%]	('263',)
[2.4%]	('415',)
[2.4%]	('226',)
[2.4%]	('355',)
[2.4%]	('400',)
[2.3%]	('345',)
[2.3%]	('403',)
[2.3%]	('390',)
[2.3%]	('64',)
[2.3%]	('201',)
[2.3%]	('471',)
[2.2%]	('94',)
[2.2%]	('57',)
[2.2%]	('357',)
[2.2%]	('105',)
[2.2%]	('306',)
[2.2%]	('103',)
[2.1%]	('468',)
[2.1%]	('49',)
[2.1%]	('126',)
[2.1%]	('278',)
[2.1%]	('347',)
[2.1%]	('309',)
[2.1%]	('12', '145')
[2.0%]	('37',)
[2.0%]	('215',)
[2.0%]	('193',)
[2.0%]	('188',)
[2.0%]	('333',)
[2.0%]	('424',)
[2.0%]	('78',)
[2.0%]	('0',)
[2.0%]	('185',)
[2.0%]	('397',)
[2.0%]	('368', '489')
[2.0%]	('145', '368')
[2.0%]	('368', '8')
[1.9%]	('89',)
[1.9%]	('285',)
[1.9%]	('270',)
[1.9%]	('156',)
[1.9%]	('88',)
[1.9%]	('338',)
[1.9%]	('249',)
[1.9%]	('127',)
[1.9%]	('12', '196')
[1.9%]	('196', '368')
[1.8%]	('412',)
[1.8%]	('370',)
[1.8%]	('371',)
[1.8%]	('360',)
[1.8%]	('392',)
[1.8%]	('80',)
[1.8%]	('364',)
[1.8%]	('12', '477')
[1.7%]	('163',)
[1.7%]	('277',)
[1.7%]	('165',)
[1.7%]	('142',)
[1.7%]	('383',)
[1.7%]	('143',)
[1.7%]	('214',)
[1.7%]	('265',)
[1.7%]	('210',)
[1.7%]	('116', '12')
[1.7%]	('12', '334')
[1.7%]	('460', '8')
[1.6%]	('243',)
[1.6%]	('157',)
[1.6%]	('117',)
[1.6%]	('33',)
[1.6%]	('240',)
[1.6%]	('187',)
[1.6%]	('172',)
[1.6%]	('447',)
[1.6%]	('52',)
[1.6%]	('19',)
[1.6%]	('136',)
[1.6%]	('315',)
[1.6%]	('176',)
[1.6%]	('298',)
[1.6%]	('28',)
[1.6%]	('12', '279')
[1.6%]	('368', '477')
[1.6%]	('11', '368')
[1.6%]	('368', '9')
[1.5%]	('123',)
[1.5%]	('453',)
[1.5%]	('272',)
[1.5%]	('304',)
[1.5%]	('430',)
[1.5%]	('147',)
[1.5%]	('181',)
[1.5%]	('459',)
[1.5%]	('334', '368')
[1.5%]	('12', '21')
[1.5%]	('12', '73')
[1.5%]	('12', '381')
[1.5%]	('217', '9')
[1.5%]	('12', '8')
[1.4%]	('160',)
[1.4%]	('108',)
[1.4%]	('484',)
[1.4%]	('417',)
[1.4%]	('58',)
[1.4%]	('388',)
[1.4%]	('442',)
[1.4%]	('102',)
[1.4%]	('299',)
[1.4%]	('379',)
[1.4%]	('61',)
[1.4%]	('318',)
[1.4%]	('164',)
[1.4%]	('190',)
[1.4%]	('12', '377')
[1.4%]	('12', '280')
[1.4%]	('12', '151')
[1.4%]	('151', '368')
[1.4%]	('14', '368')
[1.4%]	('470', '9')
[1.4%]	('13', '217')
[1.4%]	('11', '438')
[1.4%]	('12', '120')
[1.4%]	('120', '368')
[1.3%]	('456',)
[1.3%]	('90',)
[1.3%]	('478',)
[1.3%]	('20',)
[1.3%]	('131',)
[1.3%]	('114',)
[1.3%]	('402',)
[1.3%]	('146',)
[1.3%]	('281',)
[1.3%]	('436',)
[1.3%]	('141',)
[1.3%]	('12', '300')
[1.3%]	('12', '71')
[1.3%]	('12', '183')
[1.3%]	('236', '368')
[1.3%]	('43', '8')
[1.3%]	('12', '43')
[1.3%]	('112', '368')
[1.3%]	('354', '8')
[1.3%]	('151', '205')
[1.3%]	('21', '368')
[1.3%]	('368', '73')
[1.3%]	('120', '494')
[1.3%]	('12', '362')
[1.3%]	('145', '239')
[1.3%]	('12', '438')
[1.3%]	('196', '8')
[1.3%]	('196', '217')
[1.3%]	('145', '8')
[1.2%]	('230',)
[1.2%]	('186',)
[1.2%]	('469',)
[1.2%]	('483',)
[1.2%]	('408',)
[1.2%]	('255',)
[1.2%]	('407',)
[1.2%]	('491',)
[1.2%]	('498',)
[1.2%]	('384',)
[1.2%]	('203',)
[1.2%]	('482',)
[1.2%]	('241',)
[1.2%]	('432',)
[1.2%]	('254',)
[1.2%]	('95',)
[1.2%]	('12', '319')
[1.2%]	('11', '25')
[1.2%]	('349', '368')
[1.2%]	('183', '368')
[1.2%]	('368', '55')
[1.2%]	('12', '354')
[1.2%]	('151', '217')
[1.2%]	('21', '217')
[1.2%]	('419', '9')
[1.2%]	('196', '477')
[1.2%]	('12', '489')
[1.2%]	('368', '381')
[1.2%]	('438', '8')
[1.2%]	('196', '9')
[1.2%]	('217', '8')
[1.2%]	('10', '368')
[1.1%]	('375',)
[1.1%]	('189',)
[1.1%]	('257',)
[1.1%]	('262',)
[1.1%]	('356',)
[1.1%]	('86',)
[1.1%]	('169',)
[1.1%]	('36',)
[1.1%]	('138',)
[1.1%]	('178',)
[1.1%]	('12', '378')
[1.1%]	('12', '192')
[1.1%]	('12', '467')
[1.1%]	('12', '51')
[1.1%]	('12', '316')
[1.1%]	('12', '171')
[1.1%]	('12', '70')
[1.1%]	('11', '129')
[1.1%]	('145', '93')
[1.1%]	('12', '229')
[1.1%]	('12', '480')
[1.1%]	('12', '3')
[1.1%]	('450', '8')
[1.1%]	('12', '283')
[1.1%]	('112', '12')
[1.1%]	('112', '140')
[1.1%]	('15', '354')
[1.1%]	('422', '8')
[1.1%]	('12', '401')
[1.1%]	('15', '368')
[1.1%]	('21', '8')
[1.1%]	('12', '326')
[1.1%]	('5', '73')
[1.1%]	('217', '460')
[1.1%]	('12', '460')
[1.1%]	('14', '145')
[1.1%]	('14', '217')
[1.1%]	('362', '9')
[1.1%]	('161', '368')
[1.1%]	('10', '419')
[1.1%]	('217', '419')
[1.1%]	('477', '8')
[1.1%]	('11', '489')
[1.1%]	('489', '9')
[1.1%]	('196', '205')
[1.1%]	('205', '438')
[1.1%]	('12', '205')
[1.1%]	('13', '381')
[1.1%]	('12', '13')
[1.1%]	('196', '381')
[1.1%]	('438', '9')
[1.1%]	('196', '438')
[1.1%]	('120', '7')
[1.1%]	('12', '217')
[1.1%]	('10', '12')
[1.1%]	('12', '9')
[1.1%]	('8', '9')
[1.0%]	('41',)
[1.0%]	('454',)
[1.0%]	('305',)
[1.0%]	('372',)
[1.0%]	('311',)
[1.0%]	('252',)
[1.0%]	('246',)
[1.0%]	('394',)
[1.0%]	('293',)
[1.0%]	('218',)
[1.0%]	('98',)
[1.0%]	('464',)
[1.0%]	('368', '49')
[1.0%]	('12', '46')
[1.0%]	('207', '368')
[1.0%]	('1', '12')
[1.0%]	('290', '8')
[1.0%]	('12', '158')
[1.0%]	('12', '310')
[1.0%]	('224', '368')
[1.0%]	('12', '492')
[1.0%]	('467', '9')
[1.0%]	('118', '12')
[1.0%]	('12', '208')
[1.0%]	('12', '69')
[1.0%]	('12', '440')
[1.0%]	('300', '368')
[1.0%]	('12', '427')
[1.0%]	('227', '9')
[1.0%]	('12', '82')
[1.0%]	('10', '82')
[1.0%]	('161', '204')
[1.0%]	('234', '326')
[1.0%]	('12', '349')
[1.0%]	('120', '349')
[1.0%]	('349', '9')
[1.0%]	('350', '368')
[1.0%]	('350', '9')
[1.0%]	('236', '381')
[1.0%]	('460', '55')
[1.0%]	('229', '239')
[1.0%]	('368', '480')
[1.0%]	('10', '480')
[1.0%]	('12', '45')
[1.0%]	('110', '14')
[1.0%]	('110', '120')
[1.0%]	('11', '280')
[1.0%]	('280', '368')
[1.0%]	('283', '334')
[1.0%]	('112', '217')
